的	8757147
是	5246738
我	4591118
不	4417399
了	4392998
一	3455619
你	3188472
有	2817684
这	2458218
人	2285531
个	2232620
好	2137375
么	2088989
就	1793094
在	1718995
啊	1488816
看	1459319
要	1399187
来	1374117
都	1310590
大	1305381
没	1195910
还	1185596
说	1165225
也	1131086
哈	1126744
天	1119137
会	1096351
上	1093703
到	1083278
那	1036568
得	979017
可	974278
过	952938
子	949612
很	935779
他	920861
们	918000
以	911858
多	905136
能	901252
想	901006
去	897720
时	883318
小	810398
吧	807025
真	803243
什	793903
自	783112
下	774329
生	756887
为	756252
心	736230
家	726851
样	717476
后	672248
最	662701
中	659310
年	653538
觉	622810
点	617383
出	614367
爱	612818
吗	611875
和	607069
对	590414
国	570709
里	567937
道	559649
太	557531
现	557137
发	545811
用	539485
女	516327
只	511128
感	495627
然	495353
吃	495076
学	491469
开	487291
转	485567
起	484570
己	474548
如	470296
老	467188
怎	461992
话	459888
事	459402
知	459328
情	457786
喜	455986
欢	450351
着	447875
给	444561
果	443738
意	436719
实	436586
手	425015
呢	423146
做	421038
美	416065
面	398285
男	395481
比	389231
别	389148
前	382482
回	381262
地	380398
定	375568
明	375528
种	373721
经	373604
候	365897
图	364650
无	362623
友	359513
成	352642
才	348588
分	348414
今	343763
日	339833
本	338839
但	335861
新	335759
问	331795
哪	327391
之	320970
被	319044
方	318367
动	317134
行	314398
所	310595
次	308068
让	307571
快	305589
当	305198
些	304748
高	302438
同	301637
主	300773
儿	300204
打	296409
长	294427
再	291491
机	289494
像	288363
其	287341
安	287265
又	284237
理	283442
正	282199
见	281470
间	279080
月	278851
她	277728
把	276698
头	276282
于	275388
力	273732
作	270769
全	268016
而	267946
晚	263257
相	260123
三	260072
已	259843
谢	257557
直	256645
身	256181
电	252519
气	252365
该	252327
因	251922
找	250320
法	250036
加	249393
啦	249088
信	248725
水	248465
神	248043
两	247778
跟	247465
死	247342
西	246585
片	246068
关	245498
少	245315
几	244199
活	244093
谁	242968
应	242254
买	239292
第	239218
早	235978
求	233134
公	233105
错	226893
走	225852
完	224076
难	222459
每	219645
重	219410
题	215790
笑	214382
朋	214218
东	214032
更	212375
白	211370
结	210066
乐	209859
妈	208977
马	208540
玩	206544
放	206536
总	206439
微	205326
请	204269
北	203737
文	202098
外	201940
张	201666
工	201556
世	201109
表	200667
呵	199777
等	198272
体	198070
花	196202
场	195546
呀	195462
海	194969
合	194416
车	193518
从	193482
网	192391
原	191462
度	191332
师	189764
眼	189710
哦	188416
算	187329
位	186400
照	184487
听	184021
解	183977
星	183251
记	183152
二	180743
常	180008
京	179796
亲	179504
特	179454
影	178431
名	177296
节	174966
路	174891
哥	174512
睡	174262
思	173722
业	172570
者	172467
何	172317
试	172103
性	171746
界	171457
边	171382
孩	170717
刚	170341
变	169674
告	169033
受	168319
单	167472
越	167033
嘛	166338
内	165449
接	164912
油	163269
钱	162621
叫	161352
各	160054
十	159302
干	158928
望	158311
系	157787
认	157481
考	155740
书	155267
色	155080
口	154000
球	153684
进	153154
博	152203
字	151448
光	150750
清	150256
带	149947
期	149850
拍	149707
强	147892
福	146594
住	146220
门	145927
平	145715
部	145388
计	144226
妹	143241
物	143163
代	141785
始	139706
必	138974
宝	138812
狗	138778
懂	137977
反	137183
周	136671
风	136306
品	135331
空	134857
金	134773
猫	134530
通	134137
容	134064
先	133784
视	133723
近	132182
啥	131826
服	131754
持	131608
收	131158
姐	130995
画	129981
语	129532
远	127951
怕	127422
教	126886
超	126301
此	126072
处	123229
牛	123221
号	122859
与	122215
黑	122181
楼	121799
木	120713
准	120626
较	120543
办	119919
伤	119747
嗯	119508
句	119422
确	119078
万	118794
需	118523
广	118223
台	117789
亮	117728
假	117727
非	116428
报	116270
差	116269
注	116019
火	115877
它	115406
山	115403
装	114688
饭	114071
底	113647
数	113556
件	113435
入	113313
深	112429
半	112081
民	111857
流	111801
便	111798
南	111577
房	111385
四	111286
夜	110165
或	110114
幸	109792
利	109792
基	109692
久	109525
拉	108996
条	108908
逼	108534
目	108396
希	108161
价	108075
格	107429
量	107211
写	107135
鸡	106148
挺	105367
包	104962
复	104797
班	104607
运	104543
毛	104432
终	103766
化	103697
绝	102717
红	102270
座	102254
保	102073
选	102003
热	101783
易	101301
习	101289
离	100851
阿	100682
喝	100523
游	100517
五	100486
市	100425
据	100248
穿	99938
命	99758
敢	99042
失	98852
精	98843
待	98511
聊	98305
联	97882
版	97768
百	97711
科	97647
奇	97646
英	97580
婚	97295
且	96416
够	96370
春	96289
梦	96276
脸	96131
论	95941
斯	95905
备	95877
言	95836
城	95648
遇	95435
交	94717
王	94597
似	94351
爸	94312
专	94109
豆	94088
苦	93269
萌	93035
华	92830
识	92805
拿	92500
蛋	92495
诉	92236
传	91977
提	91904
飞	91688
卖	91552
员	91188
换	90824
留	90823
证	90315
管	90025
式	89954
歌	89847
向	89748
类	89656
靠	89478
纸	89290
简	89241
推	88910
肉	88315
念	88307
息	87953
满	87896
观	87648
搞	87620
害	87569
改	87556
帮	87464
级	87373
货	87115
岁	86959
象	86951
尼	86925
巴	86825
线	86522
哎	86441
将	86420
任	86310
店	86152
演	86071
米	85996
尔	85768
青	85723
切	85306
读	85193
粉	84872
质	84722
掉	84714
脑	84659
您	84525
音	84516
声	84512
德	84220
愿	84192
阳	84082
调	83972
哇	83931
双	83668
娘	83365
决	83141
童	83127
费	82929
校	82660
坐	82482
整	82473
型	81688
香	81265
衣	81150
嘿	81057
味	80798
慢	80506
标	80317
帅	80295
适	79780
皮	79327
午	79246
八	79211
倒	79207
送	79171
赛	79146
养	79145
州	78578
克	78562
冷	77832
般	77817
连	77806
程	77750
祝	77593
司	77297
态	77185
黄	76945
功	76800
创	76690
傻	76484
指	76388
区	76345
组	76086
鱼	76051
恋	75896
制	75613
鞋	75273
恩	75101
术	74962
肯	74559
队	74255
洗	73890
麻	73451
许	72888
未	72675
往	72533
雨	72483
卡	72104
剧	71915
达	71904
战	71768
跑	71763
永	71748
步	71679
坚	71598
站	71547
随	71474
爆	71326
温	71204
续	71032
景	70488
丝	70469
示	70350
轻	70167
段	69845
布	69553
足	69532
至	69450
支	69156
历	69028
讲	68993
首	68950
设	68679
酒	68495
母	68319
产	67853
消	67453
钟	67350
戏	66853
医	66784
由	66511
排	66422
根	66350
浪	66328
胖	66181
千	66167
导	66148
断	65781
猜	65707
值	65556
故	65476
资	65234
食	65079
短	65057
却	64840
客	64763
居	64005
建	63742
唱	63652
痛	63501
病	63380
抱	63323
享	63294
除	62571
默	62561
爷	62246
院	61829
须	61717
义	61552
谈	61342
角	61242
杀	61193
况	61114
江	61109
哭	61027
怪	60871
商	60669
配	60276
惊	60261
亚	59917
讨	59830
滴	59680
静	59340
低	59245
使	59219
忘	59147
菜	59115
士	59017
丽	58987
脚	58804
落	58804
奶	58746
形	58623
昨	58600
牌	58521
摄	58459
贵	58444
某	58412
评	58207
招	58131
毕	58053
元	57968
怀	57966
烦	57895
漫	57505
翻	57475
赶	57474
显	57400
贴	57347
紧	57208
虽	56983
汉	56546
效	56533
云	56482
旅	56260
集	56215
恶	56118
床	56079
累	55976
答	55922
曾	55878
漂	55848
团	55845
器	55797
约	55725
坏	55698
背	55614
技	55308
立	55280
六	55274
顺	55169
额	55060
玛	55044
突	55024
姑	54944
闻	54866
貌	54862
血	54745
林	54595
领	54438
趣	54010
块	53972
极	53965
乱	53851
艺	53740
破	53636
奥	53521
刻	53083
军	53019
悲	52934
荐	52913
兴	52817
款	52795
具	52779
努	52696
估	52598
淡	52562
乎	52513
志	52454
练	52426
查	52373
室	52123
继	51856
露	51654
夏	51483
藏	51309
父	51190
普	51181
社	51077
惜	50986
弟	50834
票	50779
细	50743
纯	50742
初	50682
词	50576
并	50401
李	50311
播	50232
右	50179
激	50083
取	50055
喵	50001
餐	49787
智	49743
醒	49729
龙	49728
盘	49714
腿	49650
统	49642
兰	49523
造	49493
存	49393
介	49350
课	49307
草	49294
独	49235
帖	49233
左	49040
弃	49036
雪	49014
史	48961
铁	48606
叔	48600
治	48596
礼	48595
份	48555
板	48302
罗	48123
举	48111
迷	47799
否	47661
药	47607
疼	47594
彩	47530
追	47508
压	47503
势	47495
瓶	47335
忍	47217
境	47194
验	47096
肥	46974
套	46599
速	46546
议	46530
及	46452
弱	46451
康	46391
修	46224
古	46188
竟	46060
典	46019
富	45893
素	45874
七	45759
跳	45496
莫	45491
务	45469
致	45364
熟	45352
夫	45318
择	45275
季	45223
户	45169
街	45134
互	44904
忙	44791
辈	44779
震	44714
偶	44657
官	44639
参	44578
末	44563
助	44531
群	44505
朝	44455
环	44412
港	44384
镜	44112
健	43986
停	43955
围	43930
政	43915
职	43903
尽	43902
护	43474
武	43353
另	43244
负	43127
俩	43117
厌	43112
码	43076
灵	43052
陪	43039
频	42854
弄	42853
急	42779
射	42765
减	42756
止	42613
园	42298
优	42121
即	42113
操	41914
瘦	41879
迎	41791
土	41735
沙	41716
泪	41714
属	41701
摩	41690
伙	41674
模	41669
杯	41630
休	41400
秋	41399
韩	41241
拜	41189
状	41166
婆	41138
牙	40960
案	40742
折	40580
闹	40516
测	40516
印	40372
暴	40323
概	40276
湖	40231
异	40150
吓	40074
咋	39998
冰	39934
擦	39894
银	39755
骗	39733
蓝	39535
救	39322
密	39287
唉	39256
暖	39208
投	39192
偷	39121
笔	39105
顶	39076
展	39064
庆	38811
鸟	38777
络	38672
料	38517
巨	38423
严	38380
恐	38273
搭	38238
依	38205
局	38086
嘴	37757
舍	37728
伴	37719
共	37657
升	37533
宁	37325
研	37165
购	37094
善	37064
录	37052
松	37035
波	37010
岛	36923
软	36868
呆	36805
释	36802
预	36796
宜	36791
究	36770
赞	36689
吐	36674
帝	36649
控	36634
疯	36633
击	36628
宫	36560
签	36552
租	36440
众	36386
雷	36339
虑	36337
秒	36327
楚	36275
淘	36223
架	36075
忆	36037
惯	35969
羊	35960
贝	35924
股	35914
束	35480
泡	35477
补	35451
谱	35444
若	35250
按	35162
吸	35078
蝎	34923
猪	34923
纠	34903
邮	34857
哟	34851
舒	34714
冲	34712
源	34712
则	34710
晒	34693
佛	34684
限	34612
棒	34570
嘻	34535
纪	34444
秀	34433
烟	34432
育	34412
河	34386
欧	34335
维	34275
奖	34204
石	34180
咱	34170
狂	34101
置	34038
爽	33974
混	33868
刺	33837
腾	33792
颜	33735
贱	33666
熊	33642
刘	33590
兄	33553
遍	33524
骂	33208
免	33112
肿	33072
树	33042
辛	32997
雅	32899
防	32868
良	32846
刀	32835
茶	32796
槽	32789
缺	32730
九	32723
圈	32641
呜	32634
耳	32619
伦	32594
咯	32381
响	32357
争	32273
幕	32220
煮	32132
枪	32130
败	32095
屁	32092
承	32072
抽	32045
键	32037
充	31987
馆	31944
呗	31920
瓜	31853
销	31800
付	31792
引	31785
肤	31683
称	31651
厉	31576
蛮	31395
担	31358
苏	31351
鲜	31325
胜	31299
疑	31272
刷	31234
端	31150
抓	31078
警	30813
凉	30797
滚	30605
爹	30589
呼	30589
顾	30581
权	30546
烧	30527
私	30517
咪	30497
搜	30487
瓣	30478
裤	30403
误	30377
晨	30151
睛	30104
堂	30063
残	30049
挂	30039
划	29915
摸	29903
透	29875
珍	29821
苹	29747
规	29743
困	29728
坑	29543
糕	29458
退	29379
拥	29362
魔	29333
曲	29236
冬	29126
卫	29123
财	29063
绿	28982
珠	28919
材	28917
际	28897
酸	28870
唯	28809
欲	28699
杂	28573
蟹	28479
列	28446
删	28413
硬	28374
省	28332
诺	28328
谓	28230
沉	28143
霸	28111
威	28095
胡	28016
吉	27976
斗	27958
胸	27913
妆	27908
范	27877
净	27874
慕	27823
抢	27779
鬼	27778
缘	27734
输	27702
恨	27700
圣	27681
毒	27646
章	27491
脱	27440
散	27403
顿	27318
甜	27135
痘	27093
瞬	27073
娃	27017
犯	26868
俺	26865
狮	26846
症	26823
归	26809
党	26805
湾	26799
陈	26756
暗	26710
营	26696
君	26606
洲	26564
讯	26497
泰	26418
率	26342
拼	26196
闲	26075
险	26027
编	25999
秘	25822
济	25821
妇	25712
仔	25701
诗	25690
盖	25601
封	25497
巧	25456
丑	25452
孤	25451
饿	25404
卧	25317
懒	25305
距	25298
灯	25274
责	25202
略	25202
赢	25195
移	25089
索	25009
烂	24992
插	24936
忽	24892
族	24821
勇	24796
圆	24783
令	24772
挑	24618
碰	24561
旧	24551
虚	24551
蜜	24512
企	24512
桌	24487
握	24456
